a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight
5,5,3,0.80956817,-2.10373,-0.38321,1,197.19
6,5,2,0.94384623,-1.35,0.40355,1,176.12399
7,5,7,0.78501701,-1.226,0.17478999,1,280.31699
6,4,7,0.97803229,-1.187,-1.4549201,1,358.36801
2,1,0,0.86458117,-0.778,0.17307,1,102.089
2,1,0,0.80271536,-0.39399999,-0.23525,1,113.12
1,0,0,0.70193785,-0.208,0.11035,1,99.132996
3,2,1,0.77589482,-0.19599999,0.31127,1,125.127
2,0,0,0.70355964,-0.17200001,-0.13383999,1,152.19299
